	x	y	theta	v	a	sigma	omega	t
0	-8.85572139303482	0.621890547263682	-0.98971402799757	0.0001	1.0	0.7234719327936794	-0.10824092420226053	0.08808942982205802
1	-8.855716897970929	0.621883251516411	-0.9897113545417485	0.08818944074157971	1.0	0.7139370514972897	-0.49999981555121076	0.17617885964411603
2	-8.851753102435591	0.6154498272884749	-0.9873940037806158	0.17627887145898072	1.0	0.6698923528342492	-0.49999994055659064	0.26426828946617403
3	-8.843794433849649	0.6026086763953933	-0.9831231742807158	0.2643683021703114	1.0	0.625847643159556	-0.49999997215573555	0.35235771928823206
4	-8.83176069547277	0.5834017776447584	-0.9772382881830476	0.352457732878884	1.0	0.5818029307013118	-0.4999999848411253	0.4404471491102901
5	-8.815538136880134	0.5578899427592019	-0.9700590535798651	0.4405471635858639	1.0	0.5377582171256188	-0.499999991100785	0.5285365789323481
6	-8.794989822638588	0.5261485075226066	-0.961887358867631	0.5286365942917933	1.0	0.4937135029985155	-0.4999999945154884	0.6166260087544061
7	-8.769965193111634	0.48826322023685437	-0.9530091671001037	0.6167260249969673	1.0	0.4496687885706128	-0.4999999964197835	0.7047154385764641
8	-8.740308778935479	0.4443261614741533	-0.943696410341476	0.704815455701562	1.0	0.40562407397496164	-0.49999999738339923	0.7928048683985222
9	-8.705868084374323	0.39443158660872923	-0.9342088840195134	0.79290488640569	1.0	0.361579359294426	-0.49999999765102704	0.8808942982205802
10	-8.666500697287578	0.33867162730541134	-0.9247961412786507	0.8809943171094261	1.0	0.31753464459031516	-0.49999999729059025	0.9689837280426382
11	-8.622080717351938	0.27713182207687737	-0.915699387332996	0.9690837478128209	1.0	0.273489929917955	-0.4999999962313997	1.0570731578646961
12	-8.572504621765322	0.20988647145097294	-0.9071533738191597	1.0571731785159082	1.0	0.2294452153388985	-0.4999999942323924	1.1451625876867542
13	-8.517696711005792	0.1369938325303662	-0.8993882931487607	1.1452626092187104	1.0	0.18540050093593355	-0.499999990753903	1.2332520175088122
14	-8.457614298252913	0.058491183079586846	-0.8926316728602999	1.2333520399212397	1.0	0.14135578683938696	-0.4999999846019102	1.3213414473308702
15	-8.392252826605187	-0.025610200993237235	-0.8871102699697079	1.3214414706235005	1.0	0.09731107328476617	-0.49999997287013875	1.4094308771529283
16	-8.321651119963809	-0.11533009651750252	-0.883051965317807	1.4095309013254902	1.0	0.05326636076359066	-0.49999994714771445	1.4975203069749863
17	-8.24589699807328	-0.210724336714693	-0.8806876579095447	1.4976203320271975	1.0	0.009221650508289046	-0.4999998749820721	1.5856097367970443
18	-8.165133515378727	-0.3118896692162381	-0.8802531592265441	1.5857097627286028	1.0	-0.03482305338998213	-0.49999953669472347	1.6736991666191023
